person_id,employee_id,employment_type,contractor_company,department,job_title,age_band_code,years_experience,training_status
334,EMP-00334,Employee,None,Projects,Construction Supervisor,2,7.5,Expired
335,CTR-00335,Contractor,Prime Offshore Contractors,Engineering,Reliability Engineer,3,11.9,Current
336,CTR-00336,Contractor,Integrated Drilling Services,Operations,Operations Supervisor,2,2.2,Current
337,CTR-00337,Contractor,WestCo Services Ltd,Maintenance,Maintenance Supervisor,2,4.4,Current
338,CTR-00338,Contractor,Delta Industrial Services,Projects,Field Engineer,4,6.2,Current
339,CTR-00339,Contractor,WestCo Services Ltd,Engineering,Process Engineer,2,2.3,Current
340,CTR-00340,Contractor,Integrated Drilling Services,Projects,QA/QC Inspector,5,24.4,Current
341,EMP-00341,Employee,None,Engineering,Mechanical Engineer,3,5.6,Current
342,CTR-00342,Contractor,SafeBuild Engineering,Maintenance,Maintenance Supervisor,3,14.7,Current
343,EMP-00343,Employee,None,Maintenance,Electrical Technician,4,12.6,Current
344,EMP-00344,Employee,None,Drilling,Drilling Supervisor,2,3.3,Current
345,EMP-00345,Employee,None,Laboratory,Laboratory Technician,3,4.5,Current
346,EMP-00346,Employee,None,Maintenance,Mechanical Technician,3,11.0,Current
347,EMP-00347,Employee,None,Marine,Marine Supervisor,3,9.2,Current
348,EMP-00348,Employee,None,Engineering,Reliability Engineer,2,4.8,Current
349,CTR-00349,Contractor,SafeBuild Engineering,HSE,Occupational Health Officer,2,9.9,Due within 30 days
350,EMP-00350,Employee,None,Security,Security Supervisor,4,3.9,Current
351,CTR-00351,Contractor,Delta Industrial Services,Laboratory,Laboratory Technician,2,3.6,Current
352,CTR-00352,Contractor,WestCo Services Ltd,Projects,Construction Supervisor,1,3.5,Due within 30 days
353,EMP-00353,Employee,None,Logistics,Warehouse Technician,3,5.2,Current
354,CTR-00354,Contractor,Coastal Logistics Ltd,Operations,Operations Supervisor,2,4.7,Expired
355,EMP-00355,Employee,None,Drilling,Assistant Driller,1,4.1,Expired
356,CTR-00356,Contractor,PetroMaint Solutions,Projects,Project Engineer,2,6.8,Current
357,EMP-00357,Employee,None,Maintenance,Electrical Technician,3,8.4,Current
358,EMP-00358,Employee,None,Operations,Control Room Operator,2,1.4,Current
359,EMP-00359,Employee,None,Security,Security Supervisor,3,4.5,Current
360,EMP-00360,Employee,None,Drilling,Driller,2,2.3,Current
361,EMP-00361,Employee,None,Projects,QA/QC Inspector,2,1.9,Current
362,EMP-00362,Employee,None,Maintenance,Mechanical Technician,1,2.8,Due within 30 days
363,EMP-00363,Employee,None,Engineering,Process Engineer,3,13.0,Current
364,CTR-00364,Contractor,Coastal Logistics Ltd,Marine,Crane Operator,2,6.0,Current
365,CTR-00365,Contractor,Atlantic Marine Support,Marine,Deck Officer,1,6.8,Current
366,CTR-00366,Contractor,Delta Industrial Services,Engineering,Process Engineer,3,7.4,Current
367,EMP-00367,Employee,None,Maintenance,Maintenance Supervisor,3,4.7,Current
368,CTR-00368,Contractor,Prime Offshore Contractors,Operations,Production Technician,2,2.3,Due within 30 days
369,CTR-00369,Contractor,Prime Offshore Contractors,Logistics,Forklift Operator,2,9.6,Current
370,EMP-00370,Employee,None,Drilling,Roustabout,3,5.9,Current
371,EMP-00371,Employee,None,Operations,Operations Supervisor,2,8.5,Due within 30 days
372,EMP-00372,Employee,None,Projects,Field Engineer,2,6.5,Due within 30 days
373,CTR-00373,Contractor,Delta Industrial Services,Maintenance,Maintenance Supervisor,3,3.1,Expired
374,EMP-00374,Employee,None,Maintenance,Instrument Technician,3,17.4,Current
375,CTR-00375,Contractor,WestCo Services Ltd,Drilling,Drilling Supervisor,3,2.6,Current
376,CTR-00376,Contractor,PetroMaint Solutions,Maintenance,Maintenance Supervisor,1,4.5,Expired
377,CTR-00377,Contractor,WestCo Services Ltd,Marine,Crane Operator,2,6.4,Current
378,CTR-00378,Contractor,Atlantic Marine Support,Logistics,Forklift Operator,2,2.5,Current
379,EMP-00379,Employee,None,Security,Security Supervisor,3,2.9,Current
380,CTR-00380,Contractor,SafeBuild Engineering,Marine,Deck Crew,1,5.0,Current
381,EMP-00381,Employee,None,Maintenance,Electrical Technician,2,5.8,Incomplete
382,EMP-00382,Employee,None,Marine,Deck Crew,2,6.3,Expired
383,EMP-00383,Employee,None,Operations,Production Technician,2,2.8,Incomplete
384,EMP-00384,Employee,None,HSE,HSE Officer,2,2.1,Current
385,CTR-00385,Contractor,Integrated Drilling Services,Laboratory,Chemist,2,3.4,Current
386,EMP-00386,Employee,None,Drilling,Assistant Driller,2,7.5,Current
387,CTR-00387,Contractor,PetroMaint Solutions,Marine,Marine Supervisor,2,7.4,Current
388,EMP-00388,Employee,None,Drilling,Assistant Driller,3,6.0,Current
389,EMP-00389,Employee,None,Logistics,Driver,2,4.0,Current
390,EMP-00390,Employee,None,HSE,Environmental Officer,2,3.4,Current
391,CTR-00391,Contractor,WestCo Services Ltd,Maintenance,Electrical Technician,1,2.4,Current
392,EMP-00392,Employee,None,Security,Security Officer,4,12.7,Current
393,CTR-00393,Contractor,SafeBuild Engineering,Marine,Crane Operator,3,10.0,Current
394,EMP-00394,Employee,None,Marine,Marine Supervisor,2,4.3,Current
395,CTR-00395,Contractor,PetroMaint Solutions,HSE,HSE Officer,3,4.3,Expired
396,EMP-00396,Employee,None,Logistics,Warehouse Technician,2,6.5,Current
397,EMP-00397,Employee,None,HSE,Occupational Health Officer,2,2.5,Current
398,EMP-00398,Employee,None,Logistics,Warehouse Technician,1,1.0,Due within 30 days
399,EMP-00399,Employee,None,Logistics,Forklift Operator,2,2.0,Current
400,EMP-00400,Employee,None,Security,Security Supervisor,4,17.2,Current
401,CTR-00401,Contractor,PetroMaint Solutions,Laboratory,Sampling Technician,2,3.8,Current
402,EMP-00402,Employee,None,HSE,HSE Advisor,2,7.7,Current
403,EMP-00403,Employee,None,Engineering,Electrical Engineer,4,14.2,Current
404,CTR-00404,Contractor,Atlantic Marine Support,Projects,Project Engineer,2,4.9,Incomplete
405,EMP-00405,Employee,None,Logistics,Driver,3,2.2,Current
406,EMP-00406,Employee,None,Projects,Field Engineer,2,4.2,Current
407,CTR-00407,Contractor,SafeBuild Engineering,Engineering,Electrical Engineer,4,11.3,Current
408,CTR-00408,Contractor,Coastal Logistics Ltd,Drilling,Assistant Driller,2,2.6,Current
409,EMP-00409,Employee,None,Operations,Control Room Operator,2,7.0,Expired
410,EMP-00410,Employee,None,Maintenance,Electrical Technician,3,13.8,Current
411,EMP-00411,Employee,None,Drilling,Driller,4,18.2,Current
412,EMP-00412,employee,None,Logistics,Logistics Coordinator,4,12.4,Expired
413,EMP-00413,Employee,None,Drilling,Assistant Driller,2,7.3,Current
414,CTR-00414,Contractor,WestCo Services Ltd,Operations,Control Room Operator,2,3.7,Current
415,CTR-00415,Contractor,Prime Offshore Contractors,Security,Security Officer,3,8.6,Current
416,EMP-00416,Employee,None,Drilling,Roustabout,2,2.0,Current
417,CTR-00417,Contractor,SafeBuild Engineering,Security,Security Officer,2,2.8,Current
418,EMP-00418,Employee,None,Projects,QA/QC Inspector,3,4.3,Current
419,EMP-00419,Employee,None,Engineering,Electrical Engineer,5,15.0,Current
420,EMP-00420,Employee,None,Engineering,Electrical Engineer,4,18.2,Current
421,EMP-00421,Employee,None,Operations,Control Room Operator,4,5.2,Current
422,CTR-00422,Contractor,Delta Industrial Services,Drilling,Assistant Driller,1,1.7,Incomplete
423,EMP-00423,Employee,None,Security,Security Officer,1,5.0,Current
424,EMP-00424,Employee,None,Projects,Project Engineer,3,9.9,Current
425,EMP-00425,Employee,None,Laboratory,Chemist,2,5.8,Current
426,EMP-00426,Employee,None,Laboratory,Chemist,2,2.7,Current
427,CTR-00427,Contractor,Coastal Logistics Ltd,HSE,HSE Advisor,1,0.6, current 
428,EMP-00428,Employee,None,Engineering,Process Engineer,2,4.1,Current
429,EMP-00429,Employee,None,Laboratory,Laboratory Technician,2,3.6,Current
430,EMP-00430,Employee,None,Drilling,Assistant Driller,3,12.0,Current
431,EMP-00431,Employee,None,Laboratory,Chemist,2,4.9,Current
432,CTR-00432,Contractor,SafeBuild Engineering,Marine,Crane Operator,2,5.0,Current
433,EMP-00433,Employee,None,Drilling,Assistant Driller,1,7.5,Current
434,EMP-00434,Employee,None,Drilling,Derrickhand,3,5.4,Current
435,EMP-00435,Employee,None,Marine,Deck Crew,2,8.9,Expired
436,EMP-00436,Employee,None,Laboratory,Laboratory Technician,2,5.6,Due within 30 days
437,EMP-00437,Employee,None,Operations,Operations Supervisor,2,5.4,Current
438,CTR-00438,Contractor,Atlantic Marine Support,Maintenance,Maintenance Supervisor,3,6.3,Current
439,CTR-00439,Contractor,WestCo Services Ltd,Engineering,Reliability Engineer,2,7.3,Current
440,EMP-00440,Employee,None,Engineering,Mechanical Engineer,1,0.7,Expired
441,CTR-00441,Contractor,Atlantic Marine Support,Operations,Operations Supervisor,2,4.2,Current
442,CTR-00442,Contractor,Atlantic Marine Support,Maintenance,Maintenance Supervisor,3,13.0,Current
443,CTR-00443,Contractor,WestCo Services Ltd,Engineering,Electrical Engineer,2,5.4,Current
444,EMP-00444,Employee,None,Operations,Operations Supervisor,3,12.2,Current
445,CTR-00445,Contractor,Prime Offshore Contractors,HSE,HSE Officer,2,3.1,Current
446,CTR-00446,Contractor,PetroMaint Solutions,Projects,Construction Supervisor,3,7.7,Current
447,CTR-00447,Contractor,Integrated Drilling Services,Operations,Operations Supervisor,3,14.2,Current
448,CTR-00448,Contractor,Integrated Drilling Services,Laboratory,Laboratory Technician,3,9.6,Current
449,EMP-00449,Employee,None,Maintenance,Electrical Technician,4,8.0,Current
450,EMP-00450,Employee,None,Security,Security Officer,1,3.5,Current
451,CTR-00451,Contractor,Coastal Logistics Ltd,Drilling,Derrickhand,3,12.6,Current
452,EMP-00452,Employee,None,Operations,Operations Supervisor,2,5.1,Current
453,CTR-00453,Contractor,Atlantic Marine Support,Logistics,Driver,3,13.8,Expired
454,EMP-00454,Employee,None,Projects,Project Engineer,2,6.7,Current
455,CTR-00455,Contractor,Coastal Logistics Ltd,HSE,HSE Advisor,2,3.9,Current
456,CTR-00456,Contractor,PetroMaint Solutions,Maintenance,Electrical Technician,3,7.8,Current
457,CTR-00457,Contractor,SafeBuild Engineering,Logistics,Driver,2,13.9,Current
458,CTR-00458,Contractor,Coastal Logistics Ltd,Engineering,Reliability Engineer,2,3.2,Current
459,EMP-00459,Employee,None,HSE,Occupational Health Officer,3,5.8,Due within 30 days
460,EMP-00460,Employee,None,Security,Security Officer,4,13.5,Current
461,EMP-00461,Employee,None,Projects,Construction Supervisor,4,5.5,Current
462,CTR-00462,Contractor,Delta Industrial Services,Maintenance,Maintenance Supervisor,3,14.7,Expired
463,CTR-00463,Contractor,Coastal Logistics Ltd,Drilling,Drilling Supervisor,4,2.2,Current
464,CTR-00464,Contractor,WestCo Services Ltd,Laboratory,Chemist,2,2.5,Current
465,EMP-00465,Employee,None,Operations,Operations Supervisor,2,4.8,Incomplete
466,EMP-00466,Employee,None,Operations,Operations Supervisor,2,6.7,Expired
467,CTR-00467,Contractor,Atlantic Marine Support,Maintenance,Maintenance Supervisor,2,5.2,Current
468,EMP-00468,Employee,None,Laboratory,Sampling Technician,2,5.9,Expired
469,CTR-00469,Contractor,Atlantic Marine Support,HSE,Environmental Officer,3,8.1,Current
470,EMP-00470,Employee,None,Security,Security Supervisor,3,3.0,Current
471,EMP-00471,Employee,None,Laboratory,Sampling Technician,3,11.0,Current
472,EMP-00472,Employee,None,Operations,Process Operator,5,4.7,Due within 30 days
473,EMP-00473,Employee,None,Engineering,Electrical Engineer,2,4.5,Current
474,EMP-00474,Employee,None,Marine,Marine Supervisor,5,20.9,Current
475,CTR-00475,Contractor,SafeBuild Engineering,Engineering,Reliability Engineer,3,9.5,Current
476,CTR-00476,Contractor,Coastal Logistics Ltd,Security,Security Supervisor,2,4.5,Expired
477,CTR-00477,Contractor,WestCo Services Ltd,HSE,HSE Advisor,2,6.3,Current
478,EMP-00478,Employee,None,Logistics,Logistics Coordinator,2,2.0,Incomplete
479,EMP-00479,Employee,None,HSE,HSE Advisor,2,16.9,Current
480,CTR-00480,Contractor,Coastal Logistics Ltd,Laboratory,Laboratory Technician,2,10.3,Current
481,EMP-00481,Employee,None,Engineering,Mechanical Engineer,3,2.6,Due within 30 days
482,EMP-00482,Employee,None,Laboratory,Sampling Technician,2,7.0,Current
483,CTR-00483,Contractor,Atlantic Marine Support,HSE,Environmental Officer,3,15.7,Current
484,EMP-00484,Employee,None,Laboratory,Sampling Technician,3,2.7,Current
485,CTR-00485,Contractor,SafeBuild Engineering,Operations,Production Technician,2,1.4,Expired
486,CTR-00486,Contractor,SafeBuild Engineering,Drilling,Roustabout,4,3.8,Due within 30 days
487,EMP-00487,Employee,None,HSE,Occupational Health Officer,3,9.8,Current
488,CTR-00488,Contractor,Delta Industrial Services,Drilling,Driller,2,5.6,Current
489,EMP-00489,Employee,None,HSE,Occupational Health Officer,2,1.8,Expired
490,CTR-00490,Contractor,Delta Industrial Services,HSE,HSE Advisor,2,3.8,Current
491,EMP-00491,Employee,None,Logistics,Driver,3,3.9,Current
492,EMP-00492,Employee,None,Laboratory,Sampling Technician,3,13.1,Current
493,EMP-00493,Employee,None,Laboratory,Sampling Technician,2,5.9,Current
494,EMP-00494,Employee,None,Engineering,Mechanical Engineer,1,1.2,Current
495,CTR-00495,Contractor,Integrated Drilling Services,Security,Security Supervisor,2,6.9,Current
496,CTR-00496,Contractor,Atlantic Marine Support,Marine,Deck Crew,1,6.1,Current
497,EMP-00497,Employee,None,Engineering,Mechanical Engineer,2,4.8,Incomplete
498,CTR-00498,Contractor,Integrated Drilling Services,HSE,Occupational Health Officer,3,9.8,Current
499,CTR-00499,Contractor,Integrated Drilling Services,Marine,Marine Technician,5,21.9,Current
500,CTR-00500,Contractor,Coastal Logistics Ltd,Drilling,Derrickhand,2,3.8,Current
501,EMP-00501,Employee,None,Drilling,Derrickhand,2,7.5,Current
502,EMP-00502,Employee,None,Engineering,Mechanical Engineer,2,5.4,Current
503,EMP-00503,Employee,None,Projects,Project Engineer,5,19.8,Current
504,CTR-00504,Contractor,Atlantic Marine Support,Operations,Control Room Operator,1,7.1,Due within 30 days
505,CTR-00505,Contractor,Atlantic Marine Support,Security,Security Officer,2,7.5,Current
506,CTR-00506,Contractor,Integrated Drilling Services,Engineering,Electrical Engineer,2,5.9,Current
507,CTR-00507,Contractor,PetroMaint Solutions,Projects,Project Engineer,2,3.7,Current
508,CTR-00508,Contractor,Coastal Logistics Ltd,Operations,Process Operator,3,2.7,Due within 30 days
509,EMP-00509,Employee,None,Security,Security Officer,3,4.9,Current
510,EMP-00510,Employee,None,Drilling,Roustabout,4,17.5,Current
511,CTR-00511,Contractor,Atlantic Marine Support,Security,Security Supervisor,2,1.2,Current
512,CTR-00512,Contractor,Prime Offshore Contractors,Operations,Production Technician,4,10.4,Current
513,EMP-00513,Employee,None,Logistics,Driver,2,6.2,Current
514,EMP-00514,Employee,None,Laboratory,Sampling Technician,2,7.7,Current
515,EMP-00515,Employee,None,Projects,Construction Supervisor,5,9.6,Current
516,EMP-00516,Employee,None,Operations,Control Room Operator,4,4.4,Current
517,CTR-00517,Contractor,PetroMaint Solutions,Laboratory,Chemist,1,4.6,Current
518,EMP-00518,Employee,None,Drilling,Derrickhand,3,2.2,Current
519,EMP-00519,Employee,None,HSE,Environmental Officer,1,5.3,Incomplete
520,EMP-00520,Employee,None,Projects,Construction Supervisor,4,17.9,Due within 30 days
521,EMP-00521,Employee,None,Drilling,Derrickhand,2,3.6,Current
522,EMP-00522,Employee,None,Laboratory,Sampling Technician,3,13.6,Current
523,CTR-00523,Contractor,PetroMaint Solutions,Drilling,Driller,2,7.6,Current
524,CTR-00524,Contractor,Delta Industrial Services,Laboratory,Sampling Technician,4,7.0,Current
525,EMP-00525,Employee,None,Drilling,Derrickhand,2,0.7,Current
526,EMP-00526,Employee,None,Logistics,Forklift Operator,2,3.2,Current
527,CTR-00527,Contractor,SafeBuild Engineering,Engineering,Mechanical Engineer,4,5.0,Current
528,EMP-00528,Employee,None,Logistics,Forklift Operator,3,5.4,Current
529,EMP-00529,Employee,None,Laboratory,Laboratory Technician,2,7.5,Current
530,CTR-00530,Contractor,WestCo Services Ltd,Laboratory,Laboratory Technician,1,3.1,Current
531,CTR-00531,Contractor,Integrated Drilling Services,Security,Security Officer,2,6.4,Current
532,CTR-00532,Contractor,Atlantic Marine Support,Maintenance,Instrument Technician,2,5.0,Current
533,EMP-00533,Employee,None,Maintenance,Electrical Technician,3,3.4,Incomplete
534,CTR-00534,Contractor,SafeBuild Engineering,HSE,HSE Officer,2,4.5,Current
535,EMP-00535,Employee,None,Security,Security Officer,2,5.8,Expired
536,CTR-00536,Contractor,SafeBuild Engineering,Engineering,Electrical Engineer,3,4.7,Expired
537,EMP-00537,Employee,None,Marine,Deck Officer,2,3.0,Current
538,EMP-00538,Employee,None,Laboratory,Laboratory Technician,4,12.9,Current
539,EMP-00539,Employee,None,Maintenance,Maintenance Supervisor,2,8.9,Current
540,EMP-00540,Employee,None,Security,Security Supervisor,4,4.6,Current
541,EMP-00541,Employee,None,Engineering,Mechanical Engineer,1,2.8,Due within 30 days
542,CTR-00542,Contractor,Prime Offshore Contractors,Logistics,Forklift Operator,3,9.4,Current
543,EMP-00543,Employee,None,Laboratory,Sampling Technician,2,6.7,Due within 30 days
544,EMP-00544,Employee,None,Laboratory,Laboratory Technician,3,6.1,Current
545,CTR-00545,Contractor,Atlantic Marine Support,Security,Security Officer,1,3.9,Current
546,EMP-00546,Employee,None,Security,Security Officer,2,6.2,Expired
547,CTR-00547,Contractor,Delta Industrial Services,Projects,QA/QC Inspector,2,15.8,Due within 30 days
548,EMP-00548,Employee,None,Projects,Project Engineer,2,1.2,Current
549,EMP-00549,Employee,None,Maintenance,Mechanical Technician,2,6.3,Current
550,EMP-00550,Employee,None,Logistics,Warehouse Technician,1,0.6,Current
551,EMP-00551,Employee,None,Security,Security Officer,2,3.6,Current
552,CTR-00552,Contractor,Coastal Logistics Ltd,Operations,Process Operator,2,3.5,Current
553,CTR-00553,Contractor,Atlantic Marine Support,Logistics,Warehouse Technician,2,4.1,Current
554,CTR-00554,Contractor,Delta Industrial Services,Maintenance,Instrument Technician,4,7.0,Current
555,CTR-00555,Contractor,WestCo Services Ltd,Drilling,Roustabout,1,1.8,Incomplete
556,EMP-00556,Employee,None,Laboratory,Chemist,2,7.5,Due within 30 days
557,EMP-00557,Employee,None,Security,Security Officer,2,5.7,Current
